2248.219225,-50.922985,-2.645435,2248.219225,-0.012802,0.000000,-50.922985,-0.073351,-0.008169,0.000000,-0.008210,-0.000533,0.000954,0.000513,-0.003773,0.005341,0.000000,0.000000,-2.645435,-0.008174,-0.000292,0.001589,0.000520,-0.038654,0.037151,-0.058881,-0.342126,-0.012212,0.006036,0.177062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.250000,0.000000
3219.588006,-566.110577,-1.683314,3219.588006,0.030125,0.000000,-566.110577,0.038327,-0.240849,0.000000,-0.005864,0.000837,-0.001225,0.001699,-0.004673,0.002366,0.000000,0.000000,-1.683314,-0.005214,-0.005601,0.004035,0.002054,0.085095,0.172793,-0.036272,-0.278035,-0.298681,-0.416561,0.407064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.321430,0.000000
4521.222455,-1842.951377,-1.119536,4521.222455,0.031402,0.000000,-1842.951377,0.120343,-0.151253,0.000000,-0.003719,0.000805,-0.000369,0.001566,-0.004502,0.002194,0.000000,0.000000,-1.119536,-0.003200,-0.003601,0.002270,0.001716,0.118439,0.230286,-0.021783,-0.191489,-0.215509,-0.341725,0.488354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.025000,0.000000
1519.220661,0.000000,-11.907566,1519.220661,-0.006719,0.000000,0.000000,-0.022148,-0.007056,0.000000,-0.000437,-0.000373,-0.000104,0.000525,0.000000,0.000000,0.000000,0.000000,-11.907566,-0.001254,-0.000392,0.001764,-0.053232,-0.249351,0.350647,-0.266667,-0.266667,-0.083333,-0.157658,0.337838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.333330,0.000000
1942.737562,80.710673,-9.096057,1942.737562,-0.014732,0.000000,80.710673,-0.023716,-0.005270,0.000000,-0.000685,-0.000818,-0.000005,-0.000276,0.001237,0.000000,0.000000,0.000000,-9.096057,-0.000958,-0.000277,-0.000659,-0.040664,-0.269234,-0.090723,-0.181818,-0.181818,-0.052632,0.023792,-0.287671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.125000,0.000000
6009.359372,-455.568292,-1.952040,6009.359372,-0.047708,-0.014076,-455.568292,-0.034300,-0.333004,-6.897959,-0.001182,-0.000723,-0.000570,0.000971,-0.001283,0.000399,-0.000261,0.001147,-1.952040,0.001254,-0.003620,0.001162,-0.015266,-0.124779,0.167553,-0.038605,0.092333,-0.266430,-0.141872,0.183413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.403850,0.000000
1824.702323,97.197064,-4.913126,1824.702323,0.004149,0.000000,97.197064,-0.057768,0.006068,0.000000,-0.008557,0.000173,0.000607,-0.001293,0.002312,0.000000,0.000000,0.000000,-4.913126,-0.008325,0.000225,-0.003800,-0.011767,0.012986,-0.097135,-0.122939,-0.330471,0.008921,0.092289,-0.196721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.437500,0.000000
1457.053172,0.000000,-12.507079,1457.053172,-0.016262,0.000000,0.000000,-0.015811,-0.013176,0.000000,-0.000745,-0.001355,-0.000281,0.001444,0.000000,0.000000,0.000000,0.000000,-12.507079,-0.001318,-0.001318,0.002635,-0.055912,-0.372750,0.397215,-0.250000,-0.250000,-0.250000,-0.336842,0.421053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4189.761353,-294.948353,1.437945,4189.761353,-0.000718,-0.022603,-294.948353,-0.057514,-0.233227,-8.219388,-0.008301,-0.000021,0.000306,-0.001575,0.003155,-0.002271,-0.004521,0.008215,1.437945,-0.008561,-0.005980,-0.007736,0.011901,-0.001339,-0.099957,0.028425,-0.140393,-0.098066,-0.081029,-0.076482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000
2428.421953,-40.355336,-7.146902,2428.421953,-0.016379,0.000000,-40.355336,-0.023716,-0.005270,0.000000,-0.000189,-0.000682,-0.000172,-0.000046,0.000041,0.000632,0.000000,0.000000,-7.146902,-0.000753,-0.000211,-0.000878,-0.031950,-0.286923,-0.019236,-0.142857,-0.142857,-0.040000,-0.093103,-0.066092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.200000,0.000000
1942.737562,121.066009,-9.096057,1942.737562,-0.017542,0.000000,121.066009,-0.015811,-0.013176,0.000000,-0.000099,-0.000975,-0.000347,0.000133,0.000738,0.000000,0.000000,0.000000,-9.096057,-0.000958,-0.000823,-0.001318,-0.040664,-0.366670,0.050004,-0.181818,-0.181818,-0.156250,-0.156250,-0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.125000,0.000000
